Date;T;DewT;rH;Phpa;vms;vmax;Tmax;Tmin;R
28/09/2014;20.2;0.6;27;854.6;1.7;4.1;34.3;10;
29/09/2014;15.2;2.3;42;856;1;2.6;25.6;9;
30/09/2014;18.9;0.1;28.3;856.4;1.5;4.1;33.1;8.5;
01/10/2014;21.8;-0.1;23.3;;2.3;3.6;33.5;14;
02/10/2014;23.2;2.7;26.1;;1.5;2.6;35;18;
03/10/2014;19.9;-3.1;21;855.2;1.3;2.6;35;9;
04/10/2014;22.2;2.2;26.7;855.2;3.5;7.7;34.7;13;
05/10/2014;25.5;16.3;56.7;854.6;3.7;7.2;34.1;19;
06/10/2014;22.2;3.6;29.6;855.7;3.3;5.1;34;17;
07/10/2014;23.4;11.1;46;855.5;2;4.6;33.3;15;1
08/10/2014;22.6;7.6;38.1;854;1.1;4.6;33.8;16;0
09/10/2014;22.7;7.1;36.7;853.5;2.1;4.6;33.8;14;
10/10/2014;22.7;8.6;40.6;853.5;1.5;4.6;33.7;10.8;
11/10/2014;25.2;6.6;30.4;855.4;1.4;3.6;35.1;13.8;
12/10/2014;25.8;8.8;34.2;856.5;1.3;2.6;36.4;16;
13/10/2014;25.9;14.9;50.7;857.5;1.9;3.1;36.4;21.3;
14/10/2014;26.8;16;51.6;855.9;1.3;3.6;35.8;21.3;
15/10/2014;26.1;9.3;34.6;854.7;1.9;4.1;36;16;
16/10/2014;24.7;-2.2;16.8;853.4;1.8;4.1;36;10.1;
17/10/2014;22.8;5.7;32.9;853.8;2.2;5.7;35.2;13;
18/10/2014;24.7;6.7;31.6;854;1.6;4.6;35.1;13.8;
19/10/2014;25.4;7.6;32.1;854.5;1;2.6;35.5;12.4;
20/10/2014;26.6;7.7;30.3;854.5;1.6;3.1;36.3;14.5;
21/10/2014;28.2;7.4;27;855.2;2.1;4.1;36.6;19;
22/10/2014;28.1;12.1;37.1;855.9;1.9;4.1;36.6;22;
23/10/2014;28.8;10;31;854.5;2.2;4.1;36.2;21;
24/10/2014;25.9;-1.4;16.4;853.5;2.1;4.1;36.2;15;
25/10/2014;26;3.1;22.7;853.3;1.9;3.6;36.2;17;
26/10/2014;27;7.2;28.5;853.4;1.5;4.1;37.5;17;
27/10/2014;25.7;15.8;54.4;854.1;1.9;7.2;37.5;17;
28/10/2014;24.7;8;34.5;853.8;2.2;5.7;36.6;17;
29/10/2014;26.2;12.8;43.5;855.1;1.1;2.1;34.9;19;
30/10/2014;27.2;18.4;58.7;854.2;1.8;4.6;35.6;18.5;
31/10/2014;25.6;21.2;76.5;853.5;1.7;3.1;35.6;22;
01/11/2014;25.7;17.2;59.6;851.7;2;4.6;34.4;15;
02/11/2014;20.2;4.2;34.9;853.7;1.6;5.1;34.4;14.8;
03/11/2014;23.1;11.3;47.4;854.7;2.2;4.6;32.4;14;
04/11/2014;15.1;13;87.5;;1.2;2.1;20.6;12.8;
05/11/2014;28.1;20.3;62.7;857.2;1.9;4.1;34.1;14.1;
06/11/2014;27.1;15.4;48.9;856.9;1.4;3.1;35.6;18;
07/11/2014;27.6;14.7;45.4;856.5;2;3.6;36.6;17.8;
08/11/2014;25.6;16.1;55.7;854.6;1.8;3.6;36.6;21;
09/11/2014;22.8;3.6;28.5;854.2;2.1;3.6;34.4;19;6.1
10/11/2014;21.2;0.8;25.8;854.1;0.9;3.1;32.4;18.7;0.3
11/11/2014;23;1.6;24.4;853.6;1.5;3.6;31.2;16.7;1
12/11/2014;22.7;9.2;42.2;853.8;2.2;4.6;31.2;16;
13/11/2014;24.2;10.5;42;853.6;1.9;4.1;33.8;14;
14/11/2014;;;;;;;;;
15/11/2014;;;;;;;;;
16/11/2014;;;;;;;;;
17/11/2014;;;;;;;;;
18/11/2014;;;;;;;;;
19/11/2014;;;;;;;;;
20/11/2014;;;;;;;;;
21/11/2014;;;;;;;;;
22/11/2014;;;;;;;;;
23/11/2014;;;;;;;;;
24/11/2014;;;;;;;;;
25/11/2014;;;;;;;;;
26/11/2014;;;;;;;;;
27/11/2014;;;;;;;;;
28/11/2014;;;;;;;;;
29/11/2014;;;;;;;;;
30/11/2014;;;;;;;;;
01/12/2014;24.4;10.1;40.4;;2.9;5.1;36.4;20;
02/12/2014;25;5;27.6;853.4;2.1;4.1;36.4;19.5;
03/12/2014;22.3;1;24.4;854.3;1.8;6.7;32.4;17.7;7.9
04/12/2014;21.4;1.1;25.9;855.4;0.9;3.1;31.4;19;0
05/12/2014;22.5;1.8;25.5;;1.4;2.1;30.1;22;
06/12/2014;20.7;0.4;25.9;856.1;1.3;3.6;30.1;18;2
07/12/2014;22.5;1.6;25.1;855.5;1.7;4.1;29.1;17;2
08/12/2014;23.7;2.4;24.9;854.6;1.9;3.6;29.5;19;
09/12/2014;23.8;4.9;29.4;853.8;1.7;5.1;31.6;17.8;
10/12/2014;23.4;2.1;24.7;853.5;1.1;3.6;32.8;17;0.3
11/12/2014;22.9;0.8;23.2;854.1;1.5;4.6;32.8;18.4;2
12/12/2014;27.7;9.6;32.1;853.4;1.9;3.6;34.5;14.6;
13/12/2014;23;13.8;56.1;854.1;2.2;5.7;34.5;15;
14/12/2014;25.6;13.3;46.4;853.3;1.7;4.6;34.2;18;
15/12/2014;25.6;6.4;29.4;852.2;2;4.1;35;14.7;
16/12/2014;23.6;7.5;35.7;852.6;1.8;3.6;35;12.9;
17/12/2014;23.3;7.6;36.5;;1.7;3.1;33.6;13;
18/12/2014;26;10.8;38.6;853.6;2.3;4.6;34.6;16.5;
19/12/2014;27.1;15.6;49.3;854.1;2.3;5.1;35.8;16.9;
20/12/2014;27.5;16.8;52.2;853.7;2.2;5.1;37.1;18.8;
21/12/2014;25.6;10.2;37.8;853.8;1.3;4.1;37.1;18;
22/12/2014;28.9;9.8;30.5;854.2;2.2;5.1;36.6;17;
23/12/2014;26.1;4.4;24.8;853.7;1.6;4.6;37.3;14;
24/12/2014;27.5;6.8;27;853.5;1.7;4.1;38.4;16;
25/12/2014;26.3;13.8;46.1;853;1.4;3.6;38.4;17.9;
26/12/2014;24.2;12.8;48.8;851.3;2.1;4.1;36.6;16;
27/12/2014;23.4;14.3;56.4;851.2;2.5;4.1;34.5;14.7;
28/12/2014;24.3;11.2;43.8;853;1.6;3.1;34.7;11.9;
29/12/2014;26.8;18.3;59.5;854;2.1;4.6;36.5;15.8;
30/12/2014;27.7;12.6;39.4;852.7;2;5.1;37.5;15.4;
31/12/2014;24.8;22.7;87.8;851.6;1.2;3.1;37.5;19;
01/01/2015;27.4;14.8;46.2;851.9;1.6;4.1;36.5;21;
02/01/2015;27.4;9.1;31.6;853.3;1.7;4.1;36.9;17;
03/01/2015;27.3;8.5;30.6;854.3;1.3;3.1;37.9;15;
04/01/2015;28.7;8.6;28.4;854.1;1.7;5.1;37.9;18;
05/01/2015;28.3;11.8;36;853.4;2.1;5.1;38.2;18;
06/01/2015;28.4;14.3;42;852.7;2.1;5.1;38.3;17;
07/01/2015;26.8;19.3;63.5;853.7;1.8;4.6;38.3;17;
08/01/2015;26.8;14.2;45.8;854.7;1.7;3.1;36.2;22;
09/01/2015;26.9;9.8;34.2;854.7;2.4;4.6;36.4;22;0.3
10/01/2015;26.9;12.3;40.3;855.5;1.9;4.1;36.4;20;0
11/01/2015;26.1;10.6;37.7;854.3;1.8;4.1;36.1;21;5.1
12/01/2015;25.1;7.4;32.3;853.6;2.2;5.7;35.1;21;
13/01/2015;25.4;6.6;30;853.2;2.1;4.1;35;20;
14/01/2015;25.3;8.2;33.8;853.6;1.7;4.6;35;20;
15/01/2015;24.4;9.1;37.8;854.5;1.5;3.6;34.3;20.7;
16/01/2015;29.1;16.4;46.5;852.5;2.6;4.6;35.8;18;
17/01/2015;28.7;15.8;45.7;852.8;2.5;5.1;36.9;18;
18/01/2015;29.2;17.4;49.1;852.5;2.1;4.1;37.9;21.9;
19/01/2015;28.4;12.7;37.9;851.2;2.3;5.1;38.2;19.5;
20/01/2015;25.8;22.7;83;852.6;1.9;4.1;38.2;16.9;0.5
21/01/2015;26.6;12;40.4;854.8;2.5;4.1;35.1;21.9;
22/01/2015;24.3;3.2;25.4;856.8;3.3;5.7;34;19.9;
23/01/2015;24.8;4.5;27;855.4;2.3;4.6;31.6;19.3;
24/01/2015;22.6;1.8;25.4;;1;3.1;31.6;20;
25/01/2015;;;;;;;;;
26/01/2015;24.1;1.8;23.2;854.6;1.7;3.6;30.8;19.9;1
27/01/2015;24.1;3.2;25.6;854.2;1.5;3.6;33;19;
28/01/2015;23.3;1.7;24.2;853.3;1.6;2.6;33;19;4.1
29/01/2015;25;2.4;22.9;853.9;1.8;3.1;32.8;19;
30/01/2015;;;;;;;;;
31/01/2015;;;;;;;;;
01/02/2015;;;;;;;;;
02/02/2015;;;;;;;;;
03/02/2015;25.3;11.8;42.9;852.2;2.9;4.6;31.5;12.6;
04/02/2015;22.7;9.7;43.8;853;2.2;4.1;32.5;12;
05/02/2015;24.1;9.3;39.1;853.2;1.9;4.6;33.8;12;
06/02/2015;24.1;7.9;35.6;852.8;2;5.1;34.3;12;
07/02/2015;25.8;9.3;35.3;853.5;2;3.6;35.3;13;
08/02/2015;25.5;8.5;34;854.5;2;3.6;35.4;12.5;
09/02/2015;27.4;11.7;37.6;853.9;1.9;5.1;37.8;16;
10/02/2015;26.1;9.6;35.4;854.8;1.2;3.1;37.8;15.8;
11/02/2015;26.8;13.9;45.2;855.3;1.7;4.6;37.1;19;
12/02/2015;22.4;1.7;25.5;;0.8;1.5;37.1;21;
13/02/2015;25.7;9.1;35;853.1;1.5;3.1;34.9;19;
14/02/2015;27.3;11.1;36.3;852.1;2.1;5.1;37.2;16.4;
15/02/2015;27.7;13.8;42.4;851.9;2.2;4.1;37.5;15.5;
16/02/2015;27.1;13.8;44.2;852.4;2.5;4.6;37.5;15;
17/02/2015;26.7;15.6;50.6;853.8;1.3;3.1;36.4;18.7;0.3
18/02/2015;26.9;17.6;56.7;853.5;1.3;3.1;36.1;17.3;0
19/02/2015;24.5;18.7;70.2;;0.9;1.5;36.1;18.7;
20/02/2015;;;;;;;;;
21/02/2015;;;;;;;;;
22/02/2015;30.2;19.8;54;;2.9;5.7;36.4;23.9;
23/02/2015;26.1;11.1;39.2;856;2;4.6;36.4;21;6.1
24/02/2015;27.2;12.1;39.2;855;1.7;4.6;35.7;21;0.3
25/02/2015;21.3;0.7;25.4;;0.6;1;35.7;20.9;
26/02/2015;25.7;16.3;56.3;851.9;2.2;3.6;33.7;16;0.8
27/02/2015;24.6;8.4;35.7;852.8;1.7;4.6;34.6;14.1;
28/02/2015;24.8;4.7;27.3;853.3;1.5;3.6;34.8;13;
01/03/2015;25.7;13.6;47;852.6;2;5.1;34.8;13.5;
02/03/2015;25;13.6;49.2;853.4;1.2;3.1;34.5;13;
03/03/2015;22.8;12;50.6;855.4;2.6;4.6;34.5;19;2
04/03/2015;25.3;8.1;33.4;855.1;2.2;4.1;32.4;20;
05/03/2015;25.1;9.3;36.8;854.7;2.1;4.1;33.1;20;
06/03/2015;20.1;-0.1;26;;1.2;2.1;33.1;19;
07/03/2015;24.1;2.9;25.2;856.2;2.3;4.6;31.2;18.6;6.1
08/03/2015;24.5;5.7;29.9;854.8;1.6;4.6;33.8;18;
09/03/2015;22.6;1.7;25.2;855.3;2;3.1;33.8;18.8;17
10/03/2015;27.3;15.8;49.5;855.8;1;2.1;32.5;22;0
11/03/2015;25.6;9.2;35.6;855.7;1.6;3.6;33.2;20;2
12/03/2015;27;13.9;44.5;854.9;1.2;3.1;34.8;20;0
13/03/2015;27.9;22.3;71.4;854.2;1.3;3.1;35.6;20;
14/03/2015;27.9;16.4;49.8;854.9;1.7;4.6;35.6;19.8;
15/03/2015;26.8;15;48.4;855.7;1.4;3.1;34.8;18;
16/03/2015;27.8;21.6;68.7;855.6;1.5;2.6;34.9;21.8;
17/03/2015;23.4;18.2;72.3;;1;1.5;34.9;21;
18/03/2015;;;;;;;;;
19/03/2015;;;;;;;;;
20/03/2015;;;;;;;;;
21/03/2015;;;;;;;;;
22/03/2015;;;;;;;;;
23/03/2015;;;;;;;;;
24/03/2015;;;;;;;;;
25/03/2015;;;;;;;;;
26/03/2015;;;;;;;;;
27/03/2015;25.9;4.6;25.3;;1.6;3.1;30.3;19.9;
28/03/2015;21.4;1;25.8;;3.4;4.1;27;18;0.8
29/03/2015;;;;;;;;;
30/03/2015;;;;;;;;;
31/03/2015;;;;;;;;;
01/04/2015;22.9;1.2;23.9;855.4;1.3;2.1;30.2;16.8;
02/04/2015;21.1;0.4;25.2;;1.3;2.6;29.7;17.4;
03/04/2015;;;;;;;;;
04/04/2015;;;;;;;;;
05/04/2015;;;;;;;;;
06/04/2015;20.1;-0.3;25.6;;1.9;2.6;28.4;17;0.8
07/04/2015;21.7;1.4;26.1;;1.5;3.6;29.7;19;
08/04/2015;;;;;;;;;
09/04/2015;22.1;1.4;25.4;856.9;2.4;5.1;26.5;17.4;17
10/04/2015;21.3;1.1;26.1;856.6;2;2.6;28.7;18;0.3
11/04/2015;;;;;;;;;
12/04/2015;22.1;7.2;38.1;858;1.2;3.6;30.4;14;0.3
13/04/2015;21.9;10.7;48.9;858.1;2;4.1;30.4;16.6;0
14/04/2015;22.4;7.6;38.5;856.9;1.4;3.1;29.9;16;
15/04/2015;22.5;10.3;45.9;854.9;1;2.1;31.2;14;
16/04/2015;22.6;12.4;52.6;855.2;1.1;2.6;31.2;16;
17/04/2015;21.8;13.3;58.3;856.8;0.9;2.1;31.1;14.3;
18/04/2015;22.4;12.1;51.9;857;1;3.1;31.7;13.4;
19/04/2015;23.2;10.6;44.8;856.1;1.3;2.6;32.1;12.1;
20/04/2015;22;13.9;60.2;856.3;1.1;2.6;32.1;10.8;
21/04/2015;23.7;15;58.3;857.7;1.6;3.6;32.6;16;
22/04/2015;24.9;15.6;56.2;858.5;2.1;3.6;32.6;17.2;
23/04/2015;24.3;14.9;56;858.3;1.9;3.1;31.6;17;
24/04/2015;22.8;16.7;68.2;859;2.4;4.6;31.6;17;
25/04/2015;21.7;12.3;55;859.9;2.1;4.1;30.3;16;
26/04/2015;21.6;12.9;57.8;858.7;1.7;3.1;30.4;16;
27/04/2015;23.2;15.5;61.9;857.4;1.1;2.1;31.3;14.4;
28/04/2015;23.6;17.9;70.7;856.4;1.1;1.5;31.6;16.8;
29/04/2015;22.7;15.1;62.4;855.4;1.5;2.6;31.8;13;
30/04/2015;22.9;16.6;67.5;854.7;0.9;2.1;31.9;13;
01/05/2015;22.5;10.7;47.1;856.3;2.6;4.6;31.9;18;0.8
02/05/2015;20.5;6;38.8;857.8;1.9;3.6;30.7;16;0.3
03/05/2015;21.2;7.9;42.5;858.7;1.8;3.6;30;13;
04/05/2015;21;10.1;49.8;858.7;2;4.1;30;13;
05/05/2015;21.7;13.9;61.5;858.8;1.7;2.6;30.7;15;
06/05/2015;22.3;11.9;51.6;857.4;1.5;2.1;31.8;15;
07/05/2015;21.4;12.1;55.1;858.6;1.9;4.1;31.8;14.1;
08/05/2015;22.3;13.6;57.6;860.1;2.1;4.1;30.8;15;
09/05/2015;21.5;13.4;60.1;859.2;1.9;4.1;31.4;15.4;
10/05/2015;21.1;13.2;60.7;858.1;1;2.1;31.4;12.9;
11/05/2015;20.6;11.6;56.3;858.3;1;2.1;31.1;11;
12/05/2015;20.7;14.1;66.1;858.6;1.3;3.1;31.6;10.6;
13/05/2015;21.4;13;58.6;857.6;1.2;3.1;31.9;12;
14/05/2015;21.8;9.4;45.2;856.8;1.3;3.1;31.9;11.9;
15/05/2015;15.4;0.9;37.2;;1.5;;31.8;13.7;
16/05/2015;28.7;11.2;33.7;;1.5;2.6;32.3;13.8;
17/05/2015;20.8;14.7;68.1;859.2;2.2;4.1;32.3;15;
18/05/2015;21.9;10.4;48;858.8;3.3;4.6;30.1;15.9;
19/05/2015;20.4;-2.1;21.9;857.7;;;;;
20/05/2015;19.6;1.1;29;858.8;;;;;
21/05/2015;13.8;0;38.8;;;;;;
22/05/2015;;;;;;;;;
23/05/2015;19.9;0.9;28.2;858.6;;;;;
24/05/2015;17.7;1.5;33.7;857.8;;;;;
25/05/2015;17.5;1.6;34.2;857.1;;;;;
26/05/2015;19.4;1;29.1;857;;;;;
27/05/2015;19.9;-0.6;25.3;857.7;;;;;
28/05/2015;19.1;-2.4;23.2;857.7;;;;;
29/05/2015;18.3;-2.4;24.4;857.7;;;;;
30/05/2015;;;;;;;;;
31/05/2015;;;;;;;;;
01/06/2015;;;;;;;;;
02/06/2015;;;;;;;;;
03/06/2015;;;;;;;;;
04/06/2015;;;;;;;;;
05/06/2015;;;;;;;;;
06/06/2015;;;;;;;;;
07/06/2015;;;;;;;;;
08/06/2015;;;;;;;;;
09/06/2015;;;;;;;;;
10/06/2015;14.6;-8.8;18.9;856.7;;;23.9;;
11/06/2015;13.7;-10.5;17.6;857.6;;;25.8;4;
12/06/2015;15.4;-8.1;19;858.7;;;26.4;7.6;
13/06/2015;15.2;-6.6;21.7;860.1;;;26.4;7;
14/06/2015;14.6;-8.4;19.5;859.5;;;24.7;7.6;
15/06/2015;16.8;-2.7;26.2;858.7;;;26;10;
16/06/2015;15.7;-5.2;23.4;857.7;;;26.8;4.3;
17/06/2015;14.6;-7.5;21.1;856.5;;;26.8;5.2;
18/06/2015;16.4;-5.9;21.1;858;;;27.5;8.4;
19/06/2015;16.2;-10.9;14.6;859.8;;;27.5;7;
20/06/2015;15;-9.2;17.9;861.2;;;26.3;8.1;
21/06/2015;14.2;-3.3;29.7;861.7;;;24.9;8;
22/06/2015;13.2;0.8;42.6;861.7;;;23.1;9;
23/06/2015;17.7;-3.3;23.7;859.4;;;25.1;8.4;
24/06/2015;14.7;-4.2;26.9;858.8;;;25.6;4;
25/06/2015;10.1;-4.4;35.6;857.5;;;25.6;2.5;
26/06/2015;8.6;-11.3;23.2;857.5;;;17.7;-0.6;
27/06/2015;10.7;-13.9;16.2;858.7;;;25;-1.5;
28/06/2015;13.4;-16.9;10.6;859.8;;;26.9;-0.9;
29/06/2015;12.9;-14.3;13.7;859.6;;;27.8;3;
30/06/2015;16.2;-11.8;13.5;859.3;;;27.8;4.5;
01/07/2015;17.1;-8.6;16.5;859.6;;;27.8;9;
02/07/2015;17.1;-2.7;25.8;860;;;27;11;
03/07/2015;15.7;-1.6;30.7;860.5;;;25.5;9;
04/07/2015;15.4;0;34.9;860;;;23.6;9;
05/07/2015;16;-0.3;33;859;;;26.1;9.8;
06/07/2015;17.2;-1.2;28.7;859.5;;;26.2;10;
07/07/2015;17.2;0.9;33.2;860.5;;;26.2;11;
08/07/2015;18.5;1.3;31.5;859.7;;;26.4;12;
09/07/2015;18.5;1.6;32.3;859.1;;;27.2;11.8;
10/07/2015;18;-0.9;27.8;858.7;;;27.6;11.9;
11/07/2015;18.6;-2.1;24.5;857.8;;;28.1;8.9;
12/07/2015;16.1;-1.2;30.6;856.8;;;28.1;7.8;
13/07/2015;15.2;-4.3;25.9;855.7;;;26.8;6.9;
14/07/2015;14.6;-5.6;24.3;856.3;;;26.8;5;
15/07/2015;16.8;-4.9;22.2;856.5;;;28.6;7;
16/07/2015;16.2;-11.3;;;;;;;
17/07/2015;11.8;-16.2;12.5;856.1;;;25.3;0;
18/07/2015;16;-12.4;13.1;856.5;;;27.6;6.9;
19/07/2015;17.5;-8.5;16.2;856.7;;;27.7;9;
20/07/2015;19.3;-2.6;22.6;855.5;;;27.9;8.7;
21/07/2015;16.9;-6;20.3;855.4;;;27.9;6.4;
22/07/2015;16.9;-7.6;18.1;856;;;27.8;6.8;
23/07/2015;10.9;-9.3;23.2;856.6;;;27.3;4.7;
24/07/2015;10.7;-17.1;12.5;856.4;;;24.5;-1.1;
25/07/2015;11.1;-10.7;20.6;857.5;;;24.2;0;
26/07/2015;15.2;-8.8;18.3;858.7;;;23.4;5.7;
27/07/2015;16.7;-8.6;16.9;857.8;;;26.6;7.9;
28/07/2015;20.5;-5.9;16.4;856.5;;;28.6;9;
29/07/2015;13.3;-5.6;26.5;856.3;;;28.6;7;
30/07/2015;14.2;-18.7;8.7;856.9;;;28.2;3.8;
31/07/2015;16.9;-14.9;10;858.7;;;24.1;5.6;
01/08/2015;16.3;-11.3;14;859.8;3;4.1;25;9;
02/08/2015;17.9;-10.9;13;860.1;2.6;4.6;27.6;11;
03/08/2015;16.8;-6.1;20.3;860;2.1;3.6;27.9;10.7;
04/08/2015;18.3;-8;15.9;859.6;1.4;2.6;29.2;8.5;
05/08/2015;18.9;-8.2;15.1;859.2;2.3;4.1;29.2;11.8;
06/08/2015;18.9;-11.6;11.5;859.3;2.4;5.1;27.6;12;
07/08/2015;18.7;-9.9;13.5;859.1;2.5;4.6;27.6;13;
08/08/2015;17.8;-4.6;21.4;860.1;2.5;5.1;26.8;9.8;
09/08/2015;18;-7.3;17.1;859.8;1.7;3.6;27.8;10;
10/08/2015;16.4;-11.3;13.9;;1;2.1;28.8;6;
11/08/2015;17.9;-13.3;10.7;857.9;0.9;1.5;29.8;6.9;
12/08/2015;17.9;-13.5;10.6;;1.3;3.1;29.8;7;
13/08/2015;16.1;-17.3;8.6;856;1.4;3.6;29.8;6.8;
14/08/2015;13.7;-14.1;13.3;856.1;0.9;2.1;30.2;5.4;
15/08/2015;13.8;-12.1;15.4;;2;5.1;30.2;9;
16/08/2015;;;;;;;;;
17/08/2015;20.3;-6.1;16.3;859.2;1.8;3.6;30.7;15.5;
18/08/2015;18;-5.5;19.7;;1.5;3.1;31.9;15;
19/08/2015;13.6;-5.5;26.1;;0.4;2.1;22;11;
20/08/2015;16.9;-8.4;16.8;;0.6;1.5;33;11;
21/08/2015;20.6;-7.6;14.3;;0.9;2.6;33;14;
22/08/2015;21;-4;18.3;;1.4;3.6;33;12;
23/08/2015;21.1;-0.5;23.6;855.1;1.5;3.6;33;15;
24/08/2015;20.6;0.7;26.5;855.4;1.3;3.6;31.2;12.6;
25/08/2015;20.5;2.4;30.1;858.2;1.5;4.6;31.2;15.8;
26/08/2015;21.2;1.5;27.1;;1.2;3.6;30;16;
27/08/2015;22.1;2.4;27.4;856.7;1.7;4.1;31.6;17;
28/08/2015;18.8;0.1;28.3;;1.2;2.6;32.1;13;
29/08/2015;21.8;-1.7;20.8;;1.7;4.6;32.1;14.6;
30/08/2015;18.4;-1.1;26.7;;0.9;2.1;33.6;13;
31/08/2015;16.6;-1.8;28.4;;1.4;3.1;29.7;12;
01/09/2015;17.9;-11.2;12.7;;0.9;2.6;31.2;9;
02/09/2015;23;-5.5;14.5;;1.4;2.1;31;12;
03/09/2015;17.1;-6.5;19.3;;2.2;4.1;31.7;13.6;
04/09/2015;20.4;-10;12;;1.5;2.6;32.1;15;
05/09/2015;18.7;-5.4;18.9;;1.1;4.6;32.1;11.9;
06/09/2015;20.9;-1.8;21.6;;1.8;3.6;32;14;
07/09/2015;18.7;-11.8;11.6;;1.1;2.1;33;9.4;
08/09/2015;19.6;-11.3;11.4;;1.7;3.6;32.4;10;
09/09/2015;15.7;-6.2;21.6;;1.1;3.6;31;7;
10/09/2015;18.3;-8;15.9;;1.1;2.1;32.9;9.8;
11/09/2015;24.6;-3.2;15.6;;2.2;4.1;33.5;19.5;
12/09/2015;21.6;-3.2;18.8;;1.4;2.1;34.3;19;
13/09/2015;;;;;;;;;
14/09/2015;;;;;;;;;
15/09/2015;24.3;3;25;;2.1;3.6;35.1;19;
16/09/2015;24.6;1.2;21.6;;0.9;1.5;35.3;19;
17/09/2015;;;;;;;;;
18/09/2015;22.6;-0.3;21.8;;1.8;3.6;35.2;14.8;
19/09/2015;24.8;-2.7;16;;1.3;3.6;34.9;16;
20/09/2015;25;-3;15.5;;1.1;2.1;34.6;17.1;
21/09/2015;21.6;-2.7;19.4;;1.1;2.1;34.5;17;
22/09/2015;25.6;-1.6;16.6;;1.5;3.6;34.5;15;
23/09/2015;28.5;-3.8;11.9;;1.5;2.6;34;23;
24/09/2015;24.6;-4.3;14.4;;1.1;2.1;37.3;18;
25/09/2015;28.4;-2.2;13.5;;2.4;4.6;37.3;22;
26/09/2015;21.8;-2.7;19.2;;1.4;4.1;;16.6;
27/09/2015;29.8;-2.6;12.1;;2.4;3.6;;19.5;
28/09/2015;;;;;;;;;
29/09/2015;25.4;-2.2;16;;2.6;5.1;36.1;14;
30/09/2015;21.1;-7.3;14.2;853.4;1.4;4.1;35.2;11;
01/10/2015;23.1;-9.2;10.8;852.6;2.7;6.2;34;13;
02/10/2015;23.1;-7.6;12.3;852.5;1.5;3.6;35.2;11;
03/10/2015;18.3;-4.9;20.2;;0.8;1.5;28;12;
04/10/2015;;;;;;;;;
05/10/2015;30.2;4.4;19.5;857.4;1.3;2.6;33.7;20.4;
06/10/2015;;;;;;;;;
07/10/2015;;;;;;;;;
08/10/2015;30.2;-4.2;10.4;855.5;2.3;4.1;38.2;19.7;
09/10/2015;27.9;-3.3;12.8;855;1.4;3.6;38.2;17;
10/10/2015;26.9;-1.2;15.8;854.5;1.5;4.6;38.3;15;
11/10/2015;28.2;-4.2;11.7;854.3;2.3;3.6;38.3;20.1;
12/10/2015;26.3;-4.1;13.2;;1.1;2.6;37.9;17;
13/10/2015;24.4;-11.4;8.4;854.8;1.9;4.1;36;12.8;
14/10/2015;23.2;-7.8;12;854.3;2.4;6.2;36;15;
15/10/2015;23.7;-11.3;8.9;853.5;1.9;5.1;35.5;12;
16/10/2015;25.3;-8.7;9.9;853.9;2.3;5.7;36.3;14;
17/10/2015;26.3;-5.7;11.7;855.4;1.3;4.1;37.1;13.1;
18/10/2015;26.4;1.9;20.5;855.9;2.5;4.6;37.1;18;
19/10/2015;24.3;8.3;36.1;858.2;1.9;4.6;35.7;17;0.3
20/10/2015;24.8;9.4;37.7;857.9;2.7;4.1;33.9;17.9;2
21/10/2015;27;6.3;26.8;856.1;2.7;6.7;36;18.8;0
22/10/2015;28.4;-0.1;15.7;855;1.9;3.6;37.4;21;
23/10/2015;28.6;-2.3;13.2;853.9;1.8;3.6;37.7;17.9;
24/10/2015;28.9;0.9;16.4;854.3;1.9;3.6;37.7;22;
25/10/2015;28.6;-0.1;15.6;854.8;1.7;4.6;36.5;21;
26/10/2015;31.4;0;13.3;856;2.5;4.6;37.3;20.4;
27/10/2015;30;0.7;15.2;855.3;2.3;4.6;38.2;23;
28/10/2015;26.6;7;28.8;855.5;2.4;4.1;38.2;22;0.5
29/10/2015;23.7;7.1;34.4;;1.4;4.1;35.8;18;
30/10/2015;28.9;2.5;18.4;853.1;2.1;4.1;37.4;15.7;0.3
31/10/2015;28.2;1;17.2;852.6;2.6;4.6;38.9;20;0
01/11/2015;26.4;-2.9;14.3;;2.5;5.7;38.9;16;
02/11/2015;23.6;-2.6;17.3;853.9;2.4;4.6;36.6;16;
03/11/2015;23.2;-6.1;13.7;855.8;2.7;5.1;32.3;15;
04/11/2015;26.3;-9.8;8.6;855.3;2.9;5.1;34.6;18;
05/11/2015;25.1;8.8;35.6;855.7;3.2;5.1;34.6;19;
06/11/2015;24.5;11.6;44.5;856.8;2;4.6;32.5;18.7;
07/11/2015;25.6;9.1;35.2;855;1.7;3.6;34.7;18;
08/11/2015;26.7;-1.3;15.9;855.5;1.8;3.6;36.7;15;
09/11/2015;28.2;1.6;18;856;2;5.1;39.2;16;
10/11/2015;30.2;1.4;15.7;854;1.9;5.1;39.4;19;
11/11/2015;28.4;2.8;19.4;852.1;1.7;6.7;39.4;21.7;
12/11/2015;26.9;4.7;24.1;853.2;1.7;3.6;38.9;17.8;
13/11/2015;28;-0.8;15.2;853.9;2.3;5.7;39;19;
14/11/2015;27.3;-3.8;12.8;852.5;2.4;5.1;39;16.7;
15/11/2015;25.7;-3.6;14.2;;2.4;4.6;38.3;15;
16/11/2015;24.7;-7.7;11;852.4;2.2;5.7;37.2;13.7;
